class,x1,x2
4,-3.842807643,0.246296622
1,-10.42895389,-3.638198104
0,-2.666763765,6.166960882
4,-2.646492439,-0.527757714
3,-6.676825056,-2.904845804
1,-9.718467445,-5.838171582
5,0.319208715,4.552069566
7,-10.16083032,3.631580662
2,-6.605038187,-6.61363245
7,-9.979217708,4.748677614
4,-2.162659136,1.620134039
3,-6.117144816,-3.136920783
1,-11.28161238,-2.362184594
3,-6.307448932,-3.837941272
1,-8.986641558,-3.678608211
7,-9.37301565,2.741765995
0,-1.938665002,2.215135881
7,-11.28456033,2.814532575
3,-6.454400419,-3.677928311
3,-5.829888287,-4.433559848
6,-4.64428547,7.484936566
5,-0.802771222,3.19664247
0,-1.767978021,3.296681207
3,-6.290505229,-2.430523194
1,-11.68355738,-3.124794941
2,-6.441565271,-8.584033225
4,-1.877132886,0.120819603
7,-7.554374549,4.8615556
7,-8.868171891,2.882090831
0,-1.183041114,4.530420958
6,-6.538983915,7.041855583
6,-6.134430255,8.824600101
0,-0.724617764,6.374771551
7,-9.877836139,2.142992504
7,-10.58476306,2.838937355
2,-8.934004003,-7.300477054
6,-6.286703046,7.680952798
2,-7.335760722,-7.426517779
1,-10.34406153,-2.641051133
2,-7.518458738,-8.137067802
7,-9.86471997,2.011914916
1,-8.747811047,-4.548558366
7,-8.109540511,3.436360577
0,-1.822388178,3.862961304
4,-2.244595969,0.782984765
5,-1.319568742,3.441068966
1,-10.40157673,-4.558551782
1,-9.622140699,-3.247054961
5,-0.154993819,4.745189254
7,-8.410981889,3.253794769
0,-2.282054583,4.049411695
0,-1.900659178,4.883809789
5,-0.567307815,3.881370773
1,-10.23079707,-3.78298467
3,-6.751903593,-3.455301481
4,-2.895420677,0.659158993
4,-2.696134194,0.409701963
3,-7.000356163,-3.044629936
4,-1.552636834,2.512254955
2,-5.886146869,-9.192712476
0,-0.641093457,5.774325004
4,-1.786264493,3.401912567
3,-6.058340776,-3.98826931
1,-8.138507515,-5.277389781
6,-7.201582661,8.126564403
4,-1.745508668,0.585198723
1,-10.70143302,-4.347106632
6,-5.72084471,9.405238081
3,-5.874208733,-3.000484438
6,-5.189778158,7.918596224
6,-5.945589221,7.127894552
4,-2.184790318,2.56424328
7,-9.65512621,3.141971524
5,-0.712425918,4.490095262
0,0.186496193,4.933585669
6,-7.224038768,8.419641764
6,-4.765594007,6.663638955
7,-9.285140318,3.98267299
2,-6.999855474,-7.244419503
0,-1.452474644,5.092299931
0,-3.166336133,5.149016711
2,-6.775742861,-8.805921538
6,-4.734807478,7.84739222
6,-6.684799327,7.168231338
0,-1.953409454,3.198081658
5,-2.999435692,4.157905605
0,-1.970048395,4.1987341
2,-7.22475116,-9.512638842
5,-2.121798424,3.993263983
6,-5.901313821,8.052060403
0,-2.150756657,4.227535792
4,-3.206623579,2.359218095
7,-10.31953906,3.74528508
3,-8.204795415,-3.421391642
4,-1.093499166,0.158186217
1,-10.91740985,-3.238273132
1,-10.83823569,-4.433066841
2,-5.962241919,-9.101419571
2,-6.805611833,-6.804930739
3,-8.672509118,-3.472571215
0,-1.661262241,3.149531487
7,-7.60322085,2.876940578
4,-3.673614453,0.609104909
2,-8.466129586,-8.70442602
0,-2.434744631,5.013730242
5,-2.375630051,2.648321092
2,-6.695643013,-7.37934423
4,-2.23244766,0.456617318
5,-0.096564307,3.917981936
4,-1.908001496,0.936485682
4,-1.451769481,2.362682691
5,-1.316306617,1.875104198
6,-7.16155022,8.313203613
2,-5.889296725,-8.697370777
2,-6.533846666,-8.764673509
2,-7.921738074,-8.619559102
2,-6.148184956,-7.045725725
0,-1.681715166,3.708844412
0,-2.107952113,4.126603388
5,-1.491118725,2.620698793
4,-1.561727826,-0.578067475
7,-10.93558576,2.182401302
0,-1.389406618,4.089465007
6,-5.503512745,8.960557427
4,-1.802941364,0.382085623
2,-6.358177956,-8.751609095
3,-5.752498671,-3.964726286
0,-0.165737947,5.074329613
0,-0.9930591,3.548159327
6,-6.471907,7.094023803
7,-9.384859648,1.80110834
1,-10.06010833,-4.050901408
6,-6.288701088,6.458885763
2,-7.847889585,-7.820956682
6,-5.840132161,6.488316906
6,-6.903627599,8.245892962
1,-10.21186025,-2.91358945
7,-9.839940901,4.25920646
4,-2.99236874,0.53158976
6,-8.26651609,5.929094349
0,-1.899156561,4.435842961
4,-4.027575686,1.318373295
0,-2.66513922,4.617463997
5,-3.073790836,5.509016481
3,-5.988582906,-3.890029856
2,-8.474046519,-7.240787884
5,-1.308589973,3.59173461
1,-9.741439204,-3.717127846
3,-6.630016485,-4.1434175
7,-9.394002501,3.91064925
5,-1.942857818,2.415529684
6,-4.567054485,6.72656888
7,-9.793968196,3.075421837
4,-2.635614755,0.303741626
5,-0.755089171,3.63097699
7,-8.696667336,2.819295185
1,-10.68829135,-3.346234911
6,-5.340797022,6.039276434
3,-6.142707035,-2.574161068
7,-7.921136667,3.542192396
3,-5.729032223,-1.024439608
1,-10.24890045,-2.49278437
6,-3.989858602,7.538080777
5,-1.765527595,4.756423745
5,-0.890787735,3.506793058
7,-8.419402129,2.946088774
2,-6.469369215,-7.265511142
6,-6.973911613,8.226597045
6,-6.315366268,8.539074916
4,-1.899380299,0.698550494
7,-10.38523842,3.900055035
3,-5.178648962,-4.835398327
5,-1.041073324,3.285296249
7,-8.545437849,3.373003516
6,-6.293518884,9.054908134
7,-8.611981471,1.821952959
2,-6.911999854,-9.200835279
2,-7.478830731,-7.573309805
5,-1.159583286,3.599479326
1,-9.667203871,-2.843739274
1,-9.230278848,-3.92152446
1,-10.39571886,-3.662173929
4,-2.384522657,0.865382701
4,-1.536693849,1.833995499
6,-5.722843953,5.974381455
0,-0.204305267,4.858956663
7,-9.826716126,3.977841594
3,-4.783383598,-1.812878847
6,-4.438451395,7.946701411
5,-1.338725991,4.708330445
1,-10.53875362,-3.452882388
5,-1.585450436,3.711913254
2,-6.778543404,-8.170536575
3,-8.152547281,-2.763163983
3,-7.046542915,-3.929549118
1,-9.877069127,-2.871499171
4,-1.128615906,1.292273584
0,-2.72364622,3.807310802
2,-6.449280988,-8.471297089
1,-9.43808935,-4.493172625
5,-2.555169358,4.171462442
6,-4.279995623,7.096607888
5,-0.747710389,5.886265965
4,-1.777575872,1.014715543
4,-2.386413308,1.246724337
5,-2.140082906,3.998521689
4,-2.962509273,-0.249395399
3,-5.802520329,-3.518197245
4,-1.631889013,0.874721208
5,-2.373522116,0.866368303
4,-2.281280967,0.006230427
4,-2.294018168,0.649515003
5,-2.156563617,3.120617817
7,-10.01605903,2.222679943
6,-5.485441302,8.51113506
1,-10.49945775,-3.108096678
6,-6.47004161,7.277733333
7,-10.73462295,2.59625175
1,-10.37107471,-3.546597114
7,-9.320369271,3.636023936
7,-7.731386264,3.292042465
6,-5.311024078,6.18017174
3,-5.237456551,-3.290597654
0,-1.643891438,3.396673013
2,-6.154795826,-9.482134499
6,-6.903849717,6.581752739
3,-5.312708398,-3.277563101
7,-11.2791987,3.956502131
5,-2.368554244,3.801225452
2,-7.291388971,-7.808784448
0,-0.877562365,5.081860345
0,-1.441157409,4.58813703
2,-5.900687525,-8.548326002
5,-1.238473998,3.622419147
6,-6.033690264,6.329996363
0,-2.263155964,4.746297277
2,-8.674003786,-7.82756552
3,-6.357984859,-3.302873198
2,-5.540453982,-7.976045303
7,-9.828331692,2.602158576
7,-9.968272792,3.303827294
7,-9.350234706,3.117082166
1,-9.554609603,-4.565958874
7,-10.31864444,2.282588514
3,-5.920386814,-3.294112081
4,-1.978147787,0.913181787
7,-8.427892644,3.675245902
2,-6.58683477,-8.149627347
5,-1.035472324,4.858317655
7,-9.855548762,2.859634701
5,-2.194695947,4.455942537
0,-0.937884977,4.448400437
7,-10.4155076,3.306946796
0,-1.48773597,6.296719492
4,-3.853697094,1.551494344
0,-2.757329863,6.610921653
6,-6.934528976,6.839583328
6,-5.409175628,7.163958859
3,-6.44628924,-2.878780246
1,-11.0418656,-2.738252411
3,-6.787029561,-4.044402544
0,-0.904474833,5.244481742
2,-8.773813037,-9.158627728
5,-1.605816798,4.992229526
7,-9.787966309,2.210275439
1,-10.14909146,-4.110110857
6,-5.464100471,7.630728289
4,-1.804895471,0.828811325
6,-5.747388079,7.699485514
0,-2.858316406,2.821870164
2,-6.967654448,-8.126752248
5,-2.332173663,3.065342714
5,-1.633494118,3.946847715
4,-2.45226308,0.238162992
6,-4.840845324,5.475763098
1,-10.10209917,-4.111261619
3,-4.80627341,-2.313983342
3,-4.543361889,-3.634168648
6,-7.73454078,7.563298021
3,-5.883297281,-2.269404216
4,-2.619722298,0.764360881
0,-1.064641647,6.019432257
4,-2.271753172,0.334421691
5,-2.697149802,3.435204538
7,-11.43140033,4.246491501
7,-10.07867304,5.152768626
3,-6.307931663,-2.987653819
5,-1.842776689,2.510549325
2,-7.59809734,-10.22764525
2,-6.711083863,-9.794755972
5,-1.618724617,3.649822736
1,-9.298035219,-4.060242602
4,-0.822758604,0.635176331
2,-6.362857762,-8.719725548
0,-0.194674228,4.710700396
6,-6.610829527,8.268194578
1,-9.591701859,-4.578777358
5,-2.268900535,5.490360132
4,-2.299732243,1.553271739
4,-2.998210768,-0.05575241
2,-9.069283552,-9.682628349
2,-6.296928216,-8.278968662
0,-1.94973539,4.06084095
0,-1.098533947,4.015028854
6,-4.713499502,7.553267936
3,-6.532542196,-3.872584344
3,-6.095012173,-2.249336187
1,-8.910101808,-2.949216925
3,-7.154791474,-2.93402404
5,-0.643126018,5.256342556
3,-6.688541685,-1.553850293
2,-6.901947314,-7.156770199
3,-7.215776595,-2.769029403
5,0.286331671,3.996488172
1,-10.1656336,-4.00449058
4,-1.610102138,0.536030919
1,-10.42554809,-3.523499384
2,-7.100142614,-8.359106859
3,-5.11272576,-3.193585193
5,-0.070729852,2.980540714
7,-9.062223819,3.202389783
6,-5.001438665,7.748855679
5,-1.191728871,4.892766129
3,-4.123664406,-2.867904895
0,-2.165634794,6.165880136
7,-9.821443273,3.001049791
3,-5.664768958,-4.08470122
7,-8.761683872,2.076761046
2,-7.324979792,-8.50586272
0,-1.04749705,4.11866843
6,-7.171490007,8.956996696
5,-1.571179473,3.901919752
2,-7.190298809,-8.808911845
3,-5.176908831,-4.109198291
2,-8.538586817,-4.590485671
1,-10.47672312,-2.94702849
6,-5.266971899,9.030164356
2,-6.014514534,-8.188929935
7,-9.580579399,3.648687333
1,-12.1698652,-5.553158286
7,-8.392884938,4.885401834
4,-2.075211308,0.136884073
1,-10.29586736,-3.605463317
4,-2.549779837,1.356024669
1,-9.31478741,-3.156930614
1,-9.088598044,-3.125332407
1,-9.282189019,-4.290343034
3,-8.324363969,-3.151447545
6,-5.83798012,10.65174582
1,-11.17359317,-3.884606115
6,-6.327959176,7.829610359
3,-7.592443989,-3.227827534
1,-9.533840082,-4.956732494
5,-1.910179808,6.248959823
6,-7.846893845,7.685019633
4,-1.816552848,-0.810590141
4,-1.298039842,2.247476931
4,-1.005303485,0.199337646
7,-9.409466976,3.619301958
0,-2.738901135,5.183500655
6,-7.740559112,7.158859238
4,-2.762573907,2.484094406
2,-7.600983276,-8.431437291
7,-9.111530117,2.923622316
6,-5.021295427,8.499644399
5,-2.116750884,1.36381238
5,-2.18544084,3.515527754
3,-6.384734386,-3.701551876
4,-2.247075032,0.907421316
7,-10.54392561,4.10728236
7,-8.764610858,4.927879904
1,-9.061632266,-4.779944582
2,-7.361028578,-6.940833186
6,-6.749468411,6.601416619
5,-1.186537555,3.488327398
7,-9.570783142,5.36444972
7,-8.665941336,4.24927817
7,-9.479190425,2.771307161
6,-6.25834429,5.992413591
6,-4.869695609,8.048828573
2,-7.475387983,-9.035129331
2,-7.776602142,-7.051878114
2,-6.9374057,-10.41790158
6,-6.198307778,7.392549023
3,-6.410249666,-2.264836118
4,-1.816158037,0.554019838
1,-10.07376973,-4.220974242
1,-11.54516753,-3.901939651
0,-1.066415089,2.941795362
2,-6.395861294,-9.51184352
6,-8.423254639,9.367354146
6,-6.08288126,6.854839585
0,-1.219893574,4.338475327
0,-1.344068525,3.225434799
7,-8.776910806,3.335014489
3,-5.282782713,-4.195402287
1,-11.74670357,-3.636103619
2,-7.31314364,-7.047168078
3,-5.433162771,-1.457510426
6,-5.079574633,5.353845991
7,-10.22568232,4.336352443
5,-1.330037621,3.320389452
4,-3.346550823,1.941098762
2,-8.052321108,-7.398456832
5,-1.182151538,2.013031716
7,-10.69144287,3.03444705
6,-6.505353877,6.827188745
3,-6.03571761,-3.323204912
5,0.218789714,3.347726045
0,-0.639167408,3.416587728
6,-5.714684357,7.276314718
1,-9.229759404,-4.325074926
7,-8.5440669,3.510125622
0,-1.153074919,4.623153252
6,-6.01202418,8.286059294
2,-7.598891562,-7.693951268
4,-3.332938864,1.793987499
3,-7.139933012,-4.401277473
0,-2.263681424,4.39509173
2,-6.194996858,-7.511483959
2,-6.706789801,-9.049637905
3,-9.023183715,-2.656918325
3,-5.320501014,-4.628836353
1,-10.17326411,-3.228494466
2,-5.493090603,-8.850791363
6,-7.423562031,5.931770385
3,-6.412708318,-5.278043121
3,-6.669176013,-2.9218034
1,-9.534146251,-6.457629568
4,-2.809983346,0.676679107
6,-5.920428563,7.212931912
5,-2.650860221,4.08745033
2,-6.481102904,-8.05661914
1,-10.99465376,-3.969295033
1,-11.92593256,-4.700500525
7,-8.468272166,2.737748356
0,-0.650283969,4.774500353
2,-5.783629197,-7.339628848
2,-7.494704953,-8.12982811
6,-4.264039391,6.279708173
1,-9.240937101,-4.045947043
2,-7.484421555,-6.906735895
6,-6.640081033,8.115545055
5,-2.616745994,2.636493477
4,-1.292440209,-0.446582477
1,-10.71730525,-4.215783683
5,-0.445007358,3.423237104
1,-8.965502165,-3.998080869
1,-11.75460726,-5.215444778
1,-8.148550811,-3.905279964
1,-7.269941103,-3.211222385
7,-9.447957087,3.908177489
6,-5.583734908,6.782766315
3,-5.827253584,-2.87518603
2,-6.936855948,-7.691073173
6,-4.441006417,7.795216973
5,-1.151212492,3.472734511
4,-1.694864871,0.948562204
0,-2.28991856,4.223434865
0,-1.969028214,4.44572704
0,-2.766612228,4.901973615
4,-1.481518184,-0.440149767
4,-2.097391295,2.487036068
4,-2.257239519,1.807669299
2,-6.672494607,-8.771966758
0,-1.450314803,5.020786135
6,-8.196914868,6.761383369
7,-10.32160782,3.696173492
2,-7.033432953,-6.844702281
4,-1.500191184,0.922862105
4,-0.053400952,0.818496264
4,-4.328082677,1.509497194
2,-8.030550034,-7.707585355
5,-1.448519183,4.476847409
0,-1.117472554,4.784743852
5,-3.864501155,4.050313426
3,-5.786415007,-4.851137636
5,-0.719976165,3.13877371
7,-8.636612864,4.72931247
0,-1.481090158,4.51359765
0,-2.959262331,3.952470592
3,-5.27704069,-3.721413822
5,-1.445830835,4.805932416
4,-3.166142201,1.278772477
5,-0.896792928,4.902769279
2,-6.783867364,-8.327217581
5,-0.361436774,3.174488361
3,-5.919810545,-2.435815157
2,-6.440852581,-8.8354887
6,-6.361594334,6.641322746
2,-6.388678672,-8.026872212
1,-9.441525523,-4.11910724
5,-2.604384543,4.387163365
3,-5.723786502,-2.418389376
6,-7.135836802,7.250039774
3,-6.811273474,-2.313324668
0,-0.656615227,3.878618324
7,-8.932397034,3.661556444
7,-9.855738932,4.032770224
0,-1.75896223,3.850864012
2,-6.949342893,-6.568854439
0,-1.770161109,3.564297378
7,-10.62942235,4.73450688
0,-0.848128257,4.858734774
0,-1.549920762,5.423025386
3,-5.669437999,-0.902796187
2,-8.380145428,-8.617941222
3,-4.963921125,-2.803811947
5,-1.023426528,4.603401492
0,0.31206985,2.699765038
1,-10.5605203,-4.487807308
6,-5.741257022,7.60449695
4,-2.812706578,0.268746867
2,-7.899066929,-8.31740647
1,-10.69778545,-2.94909155
6,-6.776182428,6.278034662
4,-3.814180098,-0.280286629
5,0.091334907,2.46113797
1,-8.682909361,-3.420123026
0,-1.551416849,4.961972668
2,-6.929867533,-7.736047215
4,-0.595908252,0.41472473
6,-5.641112324,5.891371448
3,-7.128391463,-3.469915927
4,-2.886749584,0.214820043
7,-9.948760355,3.124381725
5,-1.951028436,4.528447005
3,-5.436665662,-2.233957525
6,-7.284386675,6.876472403
2,-7.889094848,-8.519754943
0,-1.329861093,3.466359425
1,-10.09670484,-3.945654496
2,-7.229942361,-7.162327922
0,-1.515526543,5.195041898
7,-9.84668569,3.390672268
4,-3.661786905,0.495327985
1,-9.591258148,-2.959591654
2,-7.226533249,-7.701675506
7,-7.984681323,3.564884679
0,-0.513179569,6.176881443
6,-4.86784543,6.522128483
4,-2.704240709,1.79435042
3,-5.441844679,-3.500074531
6,-6.963020216,5.852831938
5,-2.818235618,4.231747516
3,-5.769321486,-1.725510115
6,-5.862550841,7.148725078
3,-5.541886956,-2.386362522
1,-10.17681087,-2.27352431
2,-6.102807724,-8.116893817
6,-4.779891282,8.22753318
5,-1.339511752,3.765618839
5,-1.978330574,2.375180925
0,-1.694385864,2.95229475
0,-0.030078483,3.231335639
0,-2.278015336,3.645804791
7,-8.585374349,1.642582642
5,-0.882069388,3.450584696
6,-6.873970219,8.114905135
6,-6.276418816,6.942781939
7,-9.001100772,2.70158771
2,-8.32381372,-8.079637068
1,-10.78726587,-4.734357048
6,-6.76783067,6.539558937
4,-2.173450895,0.541830149
7,-8.008356587,3.169508699
6,-6.245813218,7.63821638
7,-10.76475048,4.265593835
6,-6.052196566,8.549512061
2,-7.160696293,-10.66512487
0,-1.191041203,3.376582618
4,-0.629632347,-0.029562691
5,-0.844316914,3.828486389
0,-1.935143517,5.151667047
1,-9.748863129,-4.613292991
1,-8.4134882,-4.00793579
6,-4.541275815,7.744551349
0,-1.847564716,4.934450741
3,-5.594942946,-2.45790155
2,-7.306416357,-8.271736168
5,-1.897452424,3.795472786
3,-7.672224677,-2.568167481
3,-5.735503861,-4.411998839
1,-11.41895316,-4.699113728
5,-1.886947357,3.930568677
3,-6.560006849,-2.511898179
6,-4.427259024,8.875244618
6,-7.327621088,7.652882804
2,-6.748876977,-8.215121521
7,-7.799965545,3.577910028
3,-5.817609869,-3.380414555
2,-6.659686216,-7.58853473
2,-5.606061127,-8.87879444
0,-1.491654654,4.775536351
5,-2.42865828,4.227748363
6,-3.916696003,8.306177629
4,-2.948595378,0.373757334
2,-7.79284466,-7.651532597
2,-7.92070051,-8.787143403
3,-7.256100272,-1.558616127
3,-7.440527869,-3.021896961
7,-8.990219694,4.187401737
4,-2.9860699,1.287322946
4,-2.42206363,1.573815608
0,-2.124944918,3.509165724
7,-9.71426709,3.956293927
0,-0.461248505,4.147912792
4,-2.451097891,0.3492038
2,-8.815424446,-8.977110036
0,-0.898015323,3.632925522
5,-1.448642647,3.535084858
5,-0.967492371,2.313487134
1,-10.37475661,-4.384614971
6,-5.788460988,8.527986716
6,-3.955911541,6.819260226
2,-7.406447948,-9.066551426
0,-2.020350279,5.148094925
4,-1.552438379,0.953919073
7,-8.300427982,3.002769856
1,-9.902112052,-5.326460832
4,-3.454606719,-0.615570256
7,-8.666927045,3.68844254
3,-7.030785796,-5.157170752
4,-0.710580835,0.255750405
7,-8.645918803,2.413249221
2,-7.193758354,-7.223542704
5,-2.806308386,4.24696671
3,-7.066965931,-3.105885929
3,-5.916057223,-3.261588786
6,-3.764990381,7.495301054
4,-2.386119288,0.307095933
6,-6.539668601,5.466211718
4,-2.072931905,1.376284297
4,-0.717885735,2.27999098
2,-8.127875039,-8.567165199
7,-10.58929098,2.217525908
1,-10.63296896,-2.879931086
2,-6.491957115,-6.884900054
6,-6.867590892,7.333178969
1,-9.582664814,-5.011732952
6,-5.295934376,8.110070773
6,-5.573243099,7.54259664
1,-9.245308256,-2.564325348
6,-6.112172404,6.598106835
4,-3.247431445,0.558713001
1,-9.603362791,-2.943253058
6,-6.637905135,8.672431146
3,-6.13028728,-3.196920437
0,-1.406961337,4.340688435
4,-0.654632934,0.562361392
6,-5.646740127,7.237085253
4,-0.902756481,0.84819033
0,-1.262331907,4.316350159
2,-7.093517639,-8.051989136
1,-11.38262642,-4.356454214
0,-1.814745293,3.616417293
1,-10.02954364,-2.053803999
7,-9.515605509,2.862632512
5,-1.543605378,4.530067798
4,-1.828962584,0.248008575
3,-6.086608764,-1.689271064
1,-10.36818775,-2.802673273
0,-1.206693574,5.570393163
7,-9.103119133,4.731889141
3,-6.189299273,-3.016109569
7,-10.02382681,2.604416624
7,-7.788838105,4.239249535
2,-7.506894808,-8.0322923
3,-4.889509464,-4.122619266
5,-0.239786635,4.322224384
5,-1.018438119,2.524198064
1,-9.943037327,-3.763336268
0,-1.997316361,3.831632502
7,-9.543786338,1.789980987
7,-10.13789936,2.545771563
3,-5.726890479,-4.78205524
6,-7.534504268,7.80507769
0,-1.859655234,4.225807607
5,-1.784973426,3.570342902
1,-11.00253552,-3.880514156
0,-1.213869714,4.249257025
2,-7.446925695,-8.811605988
4,-1.006930022,1.784243783
3,-6.148696879,-4.366019359
7,-10.13395407,3.082968877
3,-6.439551561,-3.287711471
5,-2.660508586,5.07517705
1,-10.30722314,-4.853500818
7,-10.45571889,2.23758708
4,-0.883044645,0.797356005
2,-5.766292948,-8.638941511
7,-9.72148608,3.666292496
7,-8.168900311,4.721854707
6,-5.052361998,6.875520387
5,-2.795698821,3.25375859
3,-6.965819144,-3.416869704
6,-6.583728647,7.034336332
2,-6.761383339,-7.245969215
6,-4.427220336,7.951859907
5,-0.141044269,2.511447869
3,-5.0330134,-2.546579648
0,-0.256634919,4.504952296
3,-6.290831567,-3.628910378
