class,x1,x2
2,-7.310807503,-10.26967706
1,-9.430967817,-2.10789953
2,-5.160080292,-4.762106627
2,-8.30831516,-8.839069625
1,-6.871528232,-3.382233367
1,-10.17552513,-2.660954191
1,-9.555603231,-4.206341977
1,-8.552922858,-6.897961149
2,-6.781713378,-8.634943719
1,-8.53022119,-4.286301897
1,-9.435848336,-1.776345874
2,-7.437360674,-9.619998583
1,-11.44664532,-3.475309733
1,-9.216494205,-3.865790721
2,-6.015728684,-9.256103795
2,-7.145265184,-7.763507783
0,-1.610636681,2.490035366
1,-6.73930673,-5.191829384
0,-1.980541578,6.1253809
0,-3.926174818,3.09935677
1,-9.719199473,-2.997810569
0,0.787977364,5.69782673
1,-11.3135828,-4.019589747
2,-6.41060991,-6.340564198
1,-10.90081844,-4.333779132
1,-10.71059541,-4.413300118
2,-8.449048639,-8.491210085
1,-8.61207855,-7.634186443
2,-6.880626496,-10.6772348
1,-7.308792896,-4.911993298
2,-4.398281789,-5.508490679
0,-2.561295107,5.240600134
1,-12.29334361,-5.145402525
0,0.788343867,3.803806618
1,-11.86116327,-3.177440081
1,-9.444713964,-3.796400062
2,-9.444816264,-9.600158613
2,-5.887288466,-9.715857312
1,-10.55580953,-3.826902461
2,-7.3004354,-7.153911388
2,-6.099389629,-7.611911305
0,-1.840893872,4.015648983
2,-6.012400535,-7.67307633
2,-4.976332405,-9.548698502
2,-6.829267759,-10.29421258
1,-11.67016376,-5.906287086
0,-0.308275982,3.38089808
0,-1.981540669,5.938362058
0,-0.8786954,2.689977784
2,-5.938131565,-10.27191637
0,-3.233161524,4.881478212
1,-10.15643241,-3.892050468
0,-2.513282886,2.813794727
0,-1.033606898,5.583645845
2,-4.69485579,-8.143052123
0,0.881153764,4.701794538
2,-7.076262811,-7.653897221
1,-10.40455558,-1.158978913
2,-6.037652998,-6.387046514
0,-1.895050415,2.403685784
2,-6.827403648,-8.134170947
1,-7.742370667,-6.004100135
1,-13.74503158,-3.376809518
1,-10.24248787,-3.540475242
0,-3.399815063,6.431650097
1,-10.89838832,-5.322228698
2,-7.173812319,-6.418734389
1,-10.74877805,-5.48839185
2,-10.8132236,-8.950321417
1,-11.65253702,-5.587675195
2,-7.441929902,-8.742701604
0,-0.209751031,5.476063444
2,-6.272494434,-8.704826067
0,0.649250609,2.683433524
1,-10.64386711,-2.536921454
2,-7.275438676,-7.940765595
1,-7.901802616,-4.396051536
0,-1.714127872,7.257658848
2,-4.501070638,-8.510505634
2,-6.81437347,-7.501743491
1,-12.31500282,-3.235230851
0,-0.727935855,5.840672425
1,-10.61303773,-4.633849234
0,-0.737470492,3.883013582
0,-2.004731001,3.66996822
1,-9.56821585,-4.790099479
2,-6.482108962,-8.107445156
2,-8.059153952,-7.532278301
0,0.106018478,3.444828146
2,-8.510513775,-5.983435141
0,0.153124587,6.080042573
0,0.170251663,2.705801816
2,-3.93406157,-8.887081188
0,-1.957966081,4.859429937
2,-7.174113569,-10.16837231
2,-6.630093081,-8.618523455
0,-0.548725229,2.975938966
0,0.060790659,4.331936
2,-8.101844991,-7.773443782
0,-3.504647109,5.232296113
2,-7.540399363,-8.398831296
2,-6.998544178,-9.789654799
0,-3.143006592,2.98169408
2,-5.666502493,-7.103844762
0,-4.577130344,3.033353316
0,-2.177040721,4.060230254
1,-8.239038722,-5.185749274
2,-7.351657568,-7.94069454
1,-10.87462876,-4.939742757
2,-7.947851331,-8.141786932
2,-9.841959787,-7.838414355
1,-8.045875247,-4.42193672
1,-11.23923844,-2.507491651
1,-6.775445139,-3.401019314
0,-2.597572908,3.515725268
1,-9.771324378,-3.098721611
1,-10.522385,-3.550557795
2,-6.091690144,-8.331171615
1,-11.05164292,-6.520995845
2,-9.83566345,-8.430652151
2,-6.867411958,-6.497655878
1,-10.81817037,-4.346729358
0,-0.099426176,3.028829811
1,-9.852603472,-2.349097046
0,1.925659038,4.774624143
0,-2.780297347,6.94517177
0,-1.825230446,3.480446773
1,-11.62365271,-7.193752667
1,-11.33170887,-3.771466117
0,-2.810524645,5.418345929
1,-8.51494654,-2.391189096
0,-1.972901256,5.286424656
2,-8.565055764,-7.33273076
1,-9.746562621,-2.414724226
2,-5.222124287,-10.6162586
1,-8.605277181,-3.828265292
2,-9.501420628,-9.4179041
0,-2.665553335,4.972835548
1,-9.197661319,-4.225906341
0,-0.435494379,3.487879409
1,-11.60314494,-4.124020894
0,0.826127051,6.533000888
2,-6.497335503,-8.36772109
1,-8.560609726,-1.393355785
0,-3.568398039,4.87681145
1,-11.72229669,-3.314914678
2,-6.014732907,-9.729142143
1,-10.56184117,-3.856365007
2,-6.769613537,-8.859493069
1,-10.54646748,-2.806595369
2,-9.832758583,-6.865322202
0,-1.061662324,4.118484324
2,-8.887720311,-8.980212821
0,-2.014215334,5.498210119
2,-6.467774502,-9.346386507
2,-8.375115847,-6.796298819
1,-10.62728931,-5.792453489
0,-1.868587614,3.313683635
0,-1.885316394,5.779738771
0,0.276930151,4.526249286
1,-10.21464148,-3.120593587
2,-5.48107928,-9.83070786
2,-6.19227325,-9.018138435
0,-1.934660202,6.057990173
1,-11.88523738,-4.904036628
2,-7.047905173,-5.616713077
1,-12.99585842,-3.633809958
0,-1.840256764,2.556808766
1,-8.972678122,-3.040478472
2,-5.349160495,-8.917533285
0,-4.502460327,4.541083545
1,-9.876087695,1.1956466
1,-12.35882264,-3.802458421
2,-6.583272876,-9.025741523
2,-9.079470212,-8.293269728
1,-9.085179439,-4.480886362
1,-9.86978803,-3.633354643
0,-4.469301372,5.787412546
0,-3.227861277,4.939416629
2,-7.59972309,-10.36090815
2,-8.698512903,-6.23314096
2,-5.727896463,-7.984572071
0,-1.261096302,4.015790781
2,-8.324356727,-7.647526741
2,-6.341872899,-8.784879948
0,-2.061392025,5.202023069
2,-4.240337879,-6.975821521
1,-10.83211446,-7.854311261
2,-6.772448761,-9.874493191
2,-6.541181255,-7.475124275
1,-8.262268758,-4.212607605
2,-8.263435983,-4.258847716
2,-3.347874019,-10.8212702
1,-11.20452488,-4.92322187
1,-10.62182582,-3.005862896
2,-7.859395237,-8.477491627
2,-6.12236961,-7.347406373
2,-5.5668763,-7.655687008
2,-6.221069508,-5.635087505
1,-8.857334883,-5.148944396
1,-10.16903989,-4.237999297
2,-6.575919852,-6.945511693
2,-3.604491273,-9.576351983
0,-1.918202217,3.089702242
2,-4.619654284,-8.850815994
2,-5.915542898,-9.766417829
0,0.022566656,5.019840676
2,-5.815654068,-7.228057259
0,-2.131405699,2.388974838
1,-10.27915203,-4.176760391
1,-11.35196012,-3.081084623
2,-5.442653303,-6.652049216
0,-2.195831227,5.19047263
1,-6.365328548,-4.964374508
1,-11.0455685,-7.446910231
1,-9.2276651,-2.656595992
0,-0.38187545,6.858393621
0,-0.056080949,4.091860466
0,1.626489688,1.561948485
2,-5.399275839,-7.667154026
1,-8.831899311,-5.137059758
1,-9.039233573,-2.423119581
0,-3.261374771,4.291470825
2,-9.012157022,-8.785796618
2,-6.262527604,-5.450803033
1,-10.91967389,-3.772834905
0,-0.446293366,7.091121894
1,-9.485179605,-4.141107544
2,-5.654553826,-10.2701683
2,-5.312450052,-9.227321911
0,-2.549575537,5.171951264
1,-9.281758909,-4.313452897
2,-5.619331138,-10.49778366
1,-10.801406,-5.239749028
2,-6.535208698,-8.904693415
1,-7.151971473,-6.025435277
0,-2.00043867,3.315275704
0,0.597222894,3.53884941
2,-5.182551877,-7.791564429
0,-1.71832729,4.063358612
2,-6.932458718,-8.890626045
1,-10.38260479,-2.206341804
0,-4.283668039,6.395373894
1,-8.485419087,-8.477396525
1,-11.46079532,-3.164205898
2,-8.230645167,-6.661575601
1,-12.28804205,-2.105675266
0,-3.338233004,7.340608224
0,0.504755487,3.596967526
2,-9.155217634,-9.465038886
1,-8.191722135,-3.562148449
1,-8.389169698,-3.414823732
2,-7.390101227,-7.120641929
1,-10.05427629,-3.885454694
0,-1.50022582,2.117969394
0,-1.71760317,1.982831337
2,-9.102034375,-4.48516104
1,-9.842000982,-3.728817254
0,0.690469396,4.049867722
0,-0.213525958,5.06792387
2,-6.577579355,-9.017156399
2,-9.833877012,-6.808617691
1,-11.59210565,-4.335298146
0,-2.791156817,6.285792102
1,-10.87599512,-1.721136197
2,-3.855004526,-10.03290698
1,-9.917038897,-4.642721297
2,-7.114295016,-8.593893524
0,-0.131731194,6.252327169
1,-11.43975821,-6.09387199
1,-10.69048676,-6.620825735
0,1.547182195,3.228188873
2,-6.983826749,-9.373435812
1,-12.69338664,-2.024159175
0,0.423609189,3.414473504
2,-9.185792397,-9.634254425
2,-7.976454839,-7.058507687
0,0.178173868,2.826170758
2,-6.550722067,-7.970260821
0,-1.959468996,4.417573344
2,-7.051999268,-9.741198579
1,-10.03658665,-6.884636271
0,-1.637887283,2.187119817
0,0.003365231,3.352109264
2,-7.328557073,-8.990585915
1,-10.33104172,-2.590839012
2,-6.584078798,-7.340305841
1,-11.21292255,-3.031354668
1,-10.43441076,-3.041775675
1,-12.30783111,-3.32245846
1,-8.078012246,-4.63098246
0,-2.858881142,3.969097976
0,0.410077381,5.310166221
0,-4.575442543,2.645454354
2,-9.524640326,-6.690220185
1,-11.89278392,-5.939722373
2,-5.367984877,-6.578222947
2,-10.14834712,-9.489605357
2,-11.08014425,-8.5097758
2,-7.811527657,-9.689678723
2,-5.458793795,-10.21820546
1,-10.29024382,-6.914720191
0,-1.110061884,2.839605796
0,-1.439412011,5.264197187
0,-1.542828214,5.334060262
0,-2.372619219,5.122905142
1,-8.53250762,-2.67409841
0,-1.209304426,3.878115099
0,-4.008167132,5.927223569
2,-7.772061923,-7.221076141
2,-7.990794491,-7.929387032
0,-2.83242743,3.750226395
1,-10.20227127,-6.007269155
1,-10.10330812,-4.8645447
0,-2.904576384,2.877210095
2,-5.181090469,-7.164828773
0,-0.997513241,4.256257019
1,-7.783091514,-7.10858772
0,-0.037920416,6.993077449
0,-0.14274931,2.191645878
0,-1.999700194,2.059728088
2,-6.242645334,-9.826153519
0,-4.028294334,3.163547901
2,-2.883840012,-7.544029209
0,-2.697051034,3.811359579
1,-10.51017738,-4.811387378
2,-7.910785095,-4.359536266
2,-3.930270808,-7.437223115
1,-9.958514534,-3.159531591
1,-10.95148255,-3.576138381
2,-8.271536431,-6.377741429
1,-12.4251894,-1.161000894
1,-10.94659772,-4.26811897
0,-2.175340419,4.471885154
0,-3.280625945,5.494700876
1,-9.28950863,-4.908451084
1,-10.3622481,-4.735323194
2,-6.596111795,-6.091591078
1,-10.77408329,-3.636196094
0,-0.056102473,4.467047015
0,-2.296299092,3.309193396
1,-8.884200143,-5.65025536
2,-5.487631108,-8.702412995
0,-0.353105202,3.643804167
2,-6.175392818,-7.274988985
1,-10.47943447,-3.903752689
0,-0.101323003,7.686959339
2,-6.977591531,-6.782118584
0,-3.433037096,3.407858092
1,-8.025301322,-3.98073485
1,-10.39810795,-2.88961279
0,-1.025055092,4.205117022
0,-2.316860307,4.6847933
1,-8.520768248,-6.333951777
2,-7.339255851,-6.363044813
2,-6.104185594,-11.26826503
0,-1.310818067,5.430316979
1,-11.82448158,-3.866810408
0,-1.833537684,4.143301416
2,-6.959345322,-9.932682374
0,-6.240206477,5.126268426
2,-6.050459918,-6.785097817
1,-10.23836532,-5.995529608
1,-8.371084659,-4.118493985
0,-2.629296446,2.233002546
1,-10.28425626,-5.132530453
0,-0.982875498,3.364108517
2,-8.253993108,-6.457320339
2,-4.679047089,-7.338557522
2,-6.519111778,-8.78185576
1,-10.55591038,-2.579920219
1,-11.07267854,-5.016331039
1,-10.47663379,-4.236348056
1,-7.715561436,-2.646476126
0,-3.619361015,4.521060589
1,-11.88111331,-2.38335647
0,-1.939221813,3.873627599
1,-9.263883713,-5.628596933
0,-3.994972243,3.487826676
0,-1.015270696,3.495992272
2,-6.814113511,-8.231527909
1,-5.929787693,-5.600571496
1,-10.6924181,-4.315844224
2,-7.415043757,-8.021048548
0,-0.493431098,4.228333111
0,-0.886439203,2.73418329
2,-6.368399008,-8.760380997
1,-6.826976865,-3.466518273
1,-9.789394192,-5.759500572
1,-11.64397721,-2.591465417
0,-1.963600768,4.624967595
2,-6.63262454,-6.973954393
2,-4.44727952,-8.424065071
0,-1.707285665,4.575221482
1,-10.62395924,-3.755675097
0,-4.876225976,3.852146231
1,-10.19716118,-1.970327871
0,-3.132801343,3.735527626
0,-4.715361744,1.492606097
2,-6.942106871,-7.411084732
2,-7.654595421,-6.598602589
0,0.584267243,5.419670583
1,-10.66988021,-4.869541052
0,-2.124735066,0.754233223
0,-0.821355424,2.149152943
0,-5.419220885,1.235243986
2,-6.144304424,-8.276607448
0,-1.425164131,4.121158331
2,-7.941305193,-7.998481124
2,-8.587238681,-7.441772157
2,-6.694602277,-7.641144534
2,-4.678615668,-9.301749446
2,-7.302944066,-6.816408869
0,-2.305580847,3.509537055
2,-7.518529375,-6.342252559
1,-9.80674055,-4.05977306
2,-6.621071705,-6.901693591
0,0.103307583,6.086338374
1,-9.535406303,-2.280114486
0,-3.192388823,5.598282228
0,-1.235546338,3.167343721
2,-5.452208646,-6.305724088
2,-10.88795726,-5.950717397
2,-6.054402143,-5.801385158
0,-2.078206488,6.840763498
2,-5.484668254,-10.0292452
2,-5.432716391,-11.06287382
2,-9.157575498,-7.598145926
1,-10.07040901,-5.815439937
1,-10.24240001,-3.081571131
0,-1.298801578,2.907350117
1,-12.29210947,-3.394207824
2,-6.684799264,-7.638289495
0,-0.271308084,3.721008082
2,-3.999677214,-7.638615877
0,-1.03016705,4.269871766
1,-11.5526963,-3.135507161
1,-9.879674429,-5.743401583
0,-1.404756023,2.660477912
2,-7.031204237,-9.459784309
2,-6.373358238,-6.178468501
2,-6.817254558,-7.80355915
0,-0.256838237,7.125281592
0,-2.192680142,4.554903238
1,-9.877101808,-3.10207545
0,-2.118865925,5.648451833
1,-11.83674642,-2.884492702
0,-4.574545014,4.935231415
0,-2.936743391,5.907812004
1,-9.876871948,-2.577218898
0,-1.081156467,5.483925972
0,-0.839464507,3.690417375
0,-5.000228854,1.857489462
0,1.148894987,5.558217062
1,-10.62451843,-5.298667927
2,-9.143971816,-8.509478678
2,-8.810324952,-8.755387384
2,-7.023399603,-6.756436039
2,-5.895108078,-5.651560756
1,-8.624648292,-2.592632746
0,1.092516534,5.253064152
0,1.618803204,2.311745366
1,-11.93140756,-3.788674128
0,0.167351445,1.495468422
2,-6.21174999,-7.329694043
0,-1.583348274,3.450996399
1,-9.659928352,-3.149842663
1,-10.97210283,-4.836968774
1,-9.862142134,-3.540386128
2,-8.12570882,-7.132466022
2,-7.629765726,-7.636746916
1,-10.44644241,-3.525111393
1,-7.606506434,-3.50664999
0,-0.390318935,3.117215958
1,-11.24946001,-5.762148915
0,-2.048034186,4.690429665
1,-10.69271946,-3.507912496
2,-8.793444488,-10.269476
1,-8.989669652,-2.608866077
2,-9.340744785,-7.774281076
2,-6.266449914,-8.629612096
1,-12.72688577,-3.573377689
1,-12.46994188,-5.998263383
1,-9.92641057,-3.603428957
2,-6.729712492,-6.584877037
2,-5.724361453,-8.616837414
1,-10.97844929,-3.414156949
0,-3.205756948,3.998581669
0,-0.182132398,6.013368511
2,-6.200279347,-5.581245465
1,-8.045909666,-3.959503144
1,-8.067022104,-6.242990096
0,-1.842790929,3.385212508
1,-8.191521214,-6.867997666
1,-14.59392454,-3.780293077
0,-0.467020764,3.844832391
2,-7.842561898,-6.572553145
2,-6.824361999,-8.426234995
0,-1.186107485,1.373188045
1,-11.60621067,-6.213961933
0,0.073332727,4.925576488
2,-5.393953071,-9.470005418
2,-7.987541199,-10.56723416
2,-8.834619516,-6.668292501
0,-3.514839971,5.72024826
2,-8.665083514,-7.359926824
1,-9.864036209,-3.795312459
2,-7.730240005,-7.946366571
2,-6.980366592,-10.39313957
0,-1.889414149,0.7577271
2,-7.5880125,-8.311656179
0,-1.993180949,6.611730385
2,-8.069343092,-5.295674723
1,-6.745806899,-2.831403553
2,-9.771852512,-8.119326411
0,-1.23243774,4.800191037
1,-8.68720117,-2.553468602
0,-2.343736239,2.936654491
0,0.041094258,2.756652968
1,-6.975739193,-3.073021429
2,-8.370556504,-9.711029377
2,-6.471252495,-5.148320468
0,-1.388001789,6.067253045
2,-7.053991458,-5.591248833
2,-5.024316991,-7.573665744
2,-5.071513704,-9.855815407
1,-10.4486352,-5.391897473
2,-9.531810398,-9.348221729
2,-8.323556031,-6.23344321
1,-9.18883177,-5.760064702
1,-11.75115452,-6.802543197
1,-10.8777022,-2.661779184
0,-0.670985212,1.965332358
1,-10.2331151,-2.308076326
1,-9.212653088,-4.668745644
0,0.585048061,6.912583701
1,-8.226004411,-1.491644269
2,-6.972363479,-9.219451035
1,-7.252853147,-6.091082806
0,-2.90178129,4.240397248
0,-0.800115817,5.093410483
0,-3.734628935,5.482632802
0,-0.984233293,5.347645493
1,-8.48407711,-3.785389516
1,-10.39141406,-4.887154728
1,-8.088777507,-5.45119817
2,-5.37231437,-9.988253962
0,-2.975482184,3.104809035
2,-5.656123176,-11.22821795
1,-10.67173127,-2.325471567
1,-9.827690121,-4.440461943
0,-3.155991169,2.696939737
1,-7.703840709,-2.923624587
1,-10.55342779,-5.526928597
1,-10.9620229,-2.700760999
0,0.678472476,7.961085152
1,-12.29976259,-5.230241846
1,-12.06303707,-4.578187137
2,-7.169978358,-9.1623419
1,-11.08569721,-0.976731674
0,-3.565251071,4.83098317
1,-8.638320384,-1.753411437
1,-8.795751091,-3.359602721
0,-2.222487331,3.448394258
2,-6.784010088,-10.14827246
2,-7.66564323,-8.585045296
1,-13.8710647,-3.16826312
1,-13.25377909,-4.876586007
1,-11.60650046,-3.518286501
2,-8.516557962,-6.35141499
1,-9.078724774,-5.697280699
2,-5.485132947,-8.167005683
2,-8.159829992,-10.54005268
1,-12.09860417,-1.628935268
2,-7.180542619,-7.841490204
2,-7.478285579,-7.652162751
0,-1.634768555,4.672271449
2,-8.673879841,-7.233043641
0,-1.020679641,4.480110465
0,-2.041839327,4.19512374
0,0.703641957,6.216401716
2,-8.32255762,-10.11197753
1,-7.591226589,-4.353084389
0,-3.110078462,6.233064253
0,-1.49751368,4.450616297
1,-9.263437576,-3.595154761
1,-11.70366912,-5.157957547
1,-8.924407326,-1.506989166
2,-5.87085546,-6.497606069
1,-9.578610477,-3.78117283
2,-8.325380273,-6.246655754
1,-12.34510566,-2.525075357
2,-9.768965259,-9.311063822
2,-5.389013306,-8.469861068
0,-3.799393037,7.058429791
1,-8.29045335,-3.51018905
0,-1.928978348,5.159077533
0,-1.068878309,4.064278833
2,-4.82272841,-8.299156873
0,-0.372542728,2.368294607
0,-1.9260082,2.140805306
0,0.082600067,4.365195789
0,-1.182773087,3.766488943
2,-6.60364838,-8.288165753
1,-10.89846901,-4.926302199
1,-11.71100696,-2.925223876
1,-12.33560379,-5.227626712
0,-3.327287042,2.626662317
2,-6.183867615,-6.949438083
0,-3.489176501,8.080542842
1,-11.26550565,-1.9881097
0,0.645244586,4.405927356
2,-4.343920292,-9.439050198
2,-9.115066735,-9.44580198
1,-8.44334834,-5.686922479
1,-9.024252095,-4.832114168
2,-6.390485646,-6.468923486
1,-9.051749995,-2.216068268
1,-13.25589657,-3.667767691
1,-9.94661371,-3.940809803
0,-2.611166971,3.618834778
1,-7.386699908,-3.133494893
0,1.685851316,3.583348625
0,-3.773373821,6.102577901
0,-2.149309153,2.392476185
2,-6.999901513,-9.422239437
1,-7.445860056,-3.731944893
1,-11.63449834,-5.05791425
1,-10.02668651,-3.549252368
1,-9.02664983,-1.873110156
0,-1.673362222,5.406405897
1,-8.847042859,-6.493371609
1,-13.2713506,-3.803556375
0,-0.98698893,6.094475117
0,0.037884175,6.686215093
1,-9.718376885,-3.959093462
0,-2.396247613,4.608049543
1,-8.562678269,-4.075703577
2,-7.667273852,-9.652421532
0,-1.939428396,4.321253148
2,-5.781501955,-5.219597707
0,-4.341429243,4.949260843
0,-3.757779134,4.529141597
1,-8.410519402,-3.984937626
1,-11.04175401,-1.047651176
1,-9.1593134,-4.021898432
2,-6.045368593,-8.00561694
1,-13.05944377,-3.280298012
0,-0.749737305,3.300555427
1,-12.66197267,-2.586724896
2,-6.233859423,-8.962026442
0,-1.00706242,5.772125273
2,-6.351241614,-7.592313045
1,-8.357752554,-5.07268496
0,0.475861738,5.76248863
2,-5.465668344,-9.187056557
0,-1.384109545,4.276849558
0,-1.396808312,4.32626433
0,-2.277018651,6.324281993
2,-5.537547446,-7.833864924
0,-0.760740053,2.201134235
1,-7.243908185,-3.672415506
1,-9.047449197,-6.491802371
1,-10.67019716,-2.91431518
1,-10.93762367,-2.795169031
2,-6.130410494,-6.725568284
2,-6.654273793,-8.267138196
2,-4.077609309,-6.20378433
0,-2.083855233,4.006999542
0,-1.479321477,5.332294533
0,-2.629934938,5.758720206
0,-2.303638866,3.694605068
1,-11.1801272,-5.780308617
0,-1.626765651,3.703479144
1,-9.516569533,-1.075419258
0,-0.918047429,2.165199221
2,-9.587430947,-9.157981131
1,-10.67736993,-5.064793561
1,-9.718600728,-4.235523798
0,-0.99191484,4.553658238
1,-11.47510526,-3.582167744
2,-11.37295756,-9.537456885
1,-10.15406339,-1.156125533
0,-0.183541551,3.566967736
0,-1.266746688,3.525946361
1,-8.872150286,-4.077241406
2,-7.209163724,-8.065114459
0,-1.714786391,4.575042602
2,-3.686052593,-9.668843028
2,-7.016994945,-10.54371709
0,-0.099502224,5.266388042
1,-10.91340737,-5.537606752
2,-3.848903314,-8.890314614
0,-1.633445793,2.723461776
1,-10.41093413,-2.244768604
2,-6.212986289,-7.517421076
0,-2.872830701,5.242649048
2,-3.665382203,-7.089420304
2,-6.027428162,-8.291734014
2,-7.51586234,-8.673667156
0,-1.947313234,3.075046423
1,-11.11900191,-4.833369207
0,-0.897583401,3.920441375
0,-0.41471834,5.648177011
2,-7.615288721,-8.991387212
1,-11.13388905,-4.497317426
2,-8.040398679,-8.041450741
2,-8.302238963,-7.935146141
0,-1.911858166,4.145219352
0,2.132928654,4.033537702
2,-8.146303362,-7.512543897
0,-1.054322443,5.296857654
2,-4.752737925,-8.519204872
0,-2.143185712,3.830408337
2,-7.946729337,-7.844694544
2,-10.6887138,-8.289879588
0,-0.668029475,7.094727182
2,-8.091991742,-8.089752936
0,-1.062739269,2.912473535
0,-1.843895244,3.002835717
2,-6.218624331,-9.305091708
0,-2.718320667,6.19551897
1,-9.125855096,-5.739325398
2,-7.909238274,-9.472847411
2,-6.975298921,-8.231564087
1,-11.16761969,-5.088604408
1,-9.12908168,-2.686570888
1,-9.670594757,-4.430071897
2,-8.060668273,-10.03726683
2,-8.017596964,-8.362194767
1,-10.72412878,1.657024808
2,-4.339715304,-5.316297092
